Date,Region,Product,Salesperson,Customer_Type,Units_Sold,Unit_Price,Discount,Revenue,Cost,Gross_Profit,Gross_Margin,Sales_Target
2026-02-05,Lagos,Product C,Salesperson 2,SME,238,30000,0.032,6911520.0,4862588.796956904,2048931.2030430958,0.29645160587585595,7035819.135541258
2026-02-05,Lagos,Product B,Salesperson 6,Retail,165,22000,0.105,3248850.0,2046709.555423083,1202140.444576917,0.3700202978213574,3228515.893815196
2026-02-05,Port Harcourt,Product A,Salesperson 2,Corporate,18,15000,0.119,237870.0,154157.2179912815,83712.7820087185,0.35192660700684614,214572.00906586892
2026-02-05,Kano,Product E,Salesperson 7,SME,391,60000,0.061,22028940.0,16430095.964320334,5598844.035679666,0.25415857665778135,21865486.231447257
2026-02-06,Abuja,Product C,Salesperson 4,Retail,496,30000,0.082,13659840.0,9680166.456485279,3979673.543514721,0.2913411535943848,15097915.607816167
2026-02-06,Lagos,Product A,Salesperson 2,SME,91,15000,0.135,1180725.0,842158.10911806,338566.89088194,0.2867449159473544,1124146.7085828301
2026-02-06,Kano,Product E,Salesperson 8,SME,200,60000,0.057,11316000.0,8241942.835439594,3074057.1645604055,0.2716558116437262,10531006.654237438
2026-02-06,Kano,Product A,Salesperson 7,Corporate,275,15000,0.051,3914625.0,2414728.1437559635,1499896.8562440365,0.38315211705949775,4281764.053632075
2026-02-07,Abuja,Product D,Salesperson 5,Corporate,489,45000,0.076,20332620.0,12676227.219643844,7656392.780356156,0.3765571175950839,20857249.46280769
2026-02-07,Kano,Product E,Salesperson 5,SME,486,60000,0.067,27206280.0,17046046.38983026,10160233.610169739,0.3734517769489154,26903179.46451555
2026-02-07,Abuja,Product A,Salesperson 8,Corporate,346,15000,0.125,4541250.0,2835992.355975799,1705257.6440242012,0.3755040229065128,4478565.9099381035
2026-02-08,Lagos,Product C,Salesperson 5,Corporate,468,30000,0.104,12579840.0,7440943.647213585,5138896.352786415,0.4085025209212848,12153675.506962886
2026-02-08,Port Harcourt,Product E,Salesperson 1,Corporate,474,60000,0.141,24429960.0,14394669.636085102,10035290.363914898,0.41077801043943163,23563662.42739248
2026-02-09,Kano,Product B,Salesperson 7,Retail,154,22000,0.074,3137288.0,2124848.6794457776,1012439.3205542224,0.32271162881897436,3015553.0051441966
2026-02-09,Ibadan,Product D,Salesperson 4,SME,139,45000,0.055,5910975.0,4075886.231663754,1835088.7683362458,0.3104544966500866,6757688.742807478
2026-02-09,Abuja,Product E,Salesperson 1,Corporate,368,60000,0.042,21152640.0,14409794.397681288,6742845.602318712,0.31877087693634043,20997753.26812093
2026-02-10,Kano,Product E,Salesperson 5,SME,339,60000,0.054,19241640.0,14085094.570953673,5156545.429046327,0.26798887355996304,19843433.82704743
2026-02-11,Lagos,Product E,Salesperson 7,SME,395,60000,0.052,22467600.0,15863605.957050735,6603994.042949265,0.293934111473823,24306557.859803326
2026-02-11,Kano,Product E,Salesperson 2,Corporate,174,60000,0.054,9876240.0,5753607.1676481,4122632.8323518997,0.41742938935788315,9751488.569573224
2026-02-11,Ibadan,Product C,Salesperson 7,SME,175,30000,0.071,4877250.0,2699611.101007628,2177638.898992372,0.44648908688141314,4555212.681427452
2026-02-12,Lagos,Product B,Salesperson 7,Retail,251,22000,0.142,4737876.0,3507195.5301171253,1230680.4698828747,0.2597536258616466,4301821.747655085
2026-02-12,Port Harcourt,Product C,Salesperson 6,SME,367,30000,0.087,10052130.0,6836234.689088827,3215895.310911173,0.3199217788579309,9967322.707296861
2026-02-13,Port Harcourt,Product C,Salesperson 4,Retail,403,30000,0.142,10373220.0,7073549.593821588,3299670.406178412,0.3180950954649002,9664066.377503775
2026-02-14,Ibadan,Product A,Salesperson 7,SME,222,15000,0.077,3073590.0,1968261.4946070479,1105328.5053929521,0.35962132405198877,3505653.414892361
2026-02-14,Abuja,Product B,Salesperson 3,Retail,154,22000,0.004,3374448.0,2517116.2906943806,857331.7093056194,0.2540657640318118,3181270.0089174705
2026-02-14,Port Harcourt,Product E,Salesperson 3,SME,427,60000,0.101,23032380.0,13400086.208737561,9632293.791262439,0.4182066200393723,22581734.3829418
2026-02-15,Lagos,Product E,Salesperson 7,SME,373,60000,0.013,22089060.0,16917414.541249357,5171645.458750643,0.23412700489521251,24401442.14885806
2026-02-15,Ibadan,Product C,Salesperson 8,SME,20,30000,0.115,531000.0,325136.1434351404,205863.85656485963,0.38769087865321966,598554.8077113036
2026-02-15,Port Harcourt,Product D,Salesperson 7,SME,286,45000,0.122,11299860.0,7504207.194992473,3795652.8050075267,0.3359026399448778,11777679.016578343
2026-02-16,Ibadan,Product D,Salesperson 3,Retail,223,45000,0.058,9452970.0,5570798.998625944,3882171.0013740556,0.4106826744794552,10319388.263803614
2026-02-17,Ibadan,Product A,Salesperson 6,Corporate,120,15000,0.136,1555200.0,1005148.4158596839,550051.5841403161,0.3536854321889893,1482885.9656020023
2026-02-18,Port Harcourt,Product A,Salesperson 7,SME,134,15000,0.066,1877339.9999999998,1136989.0581170043,740350.9418829954,0.3943616723038957,2032851.850248779
2026-02-18,Lagos,Product E,Salesperson 6,Corporate,446,60000,0.029,25983960.0,15311694.526195602,10672265.473804398,0.41072513480641126,23763421.17897354
2026-02-18,Kano,Product D,Salesperson 3,Retail,97,45000,0.047,4159845.0,2306746.9487703084,1853098.0512296916,0.4454728604622748,4288459.503693445
2026-02-19,Lagos,Product C,Salesperson 2,Corporate,397,30000,0.131,10349790.0,7173095.631335561,3176694.368664439,0.3069332197720378,10954680.991418585
2026-02-19,Kano,Product B,Salesperson 8,Retail,109,22000,0.14,2062280.0,1323061.123472133,739218.876527867,0.35844738664384423,2249995.4281198066
2026-02-19,Ibadan,Product D,Salesperson 3,Retail,414,45000,0.098,16804260.0,10623075.99068982,6181184.00931018,0.36783434732086867,16062748.141319212
2026-02-20,Abuja,Product C,Salesperson 6,SME,150,30000,0.012,4446000.0,3389447.611166665,1056552.3888333351,0.23764111309791613,4268300.738631865
2026-02-20,Kano,Product D,Salesperson 2,Corporate,326,45000,0.054,13877820.0,10253451.722492373,3624368.2775076274,0.26116265216782086,14927771.127170123
2026-02-20,Kano,Product C,Salesperson 8,SME,491,30000,0.005,14656350.0,11279038.31672655,3377311.6832734495,0.2304333400385123,13798506.230281938
2026-02-21,Lagos,Product B,Salesperson 7,Retail,388,22000,0.134,7392176.0,5537606.664078044,1854569.3359219562,0.25088273546543755,6687066.674473944
2026-02-22,Kano,Product E,Salesperson 2,Corporate,290,60000,0.05,16530000.0,10480121.930121481,6049878.069878519,0.36599383362846455,15961717.00911584
2026-02-22,Ibadan,Product A,Salesperson 5,Retail,464,15000,0.064,6514560.0,4851441.653200849,1663118.346799151,0.25529250583295743,5881270.80707954
2026-02-22,Ibadan,Product D,Salesperson 3,SME,154,45000,0.132,6015240.0,4306597.299274632,1708642.7007253682,0.28405229063601256,6792677.812561514
2026-02-22,Ibadan,Product A,Salesperson 7,SME,192,15000,0.071,2675520.0,2075876.5636600566,599643.4363399434,0.22412220291380497,2796332.9453914366
2026-02-23,Abuja,Product A,Salesperson 8,Corporate,200,15000,0.101,2697000.0,1664042.424329047,1032957.5756709529,0.38300243814273377,2567374.9473284693
2026-02-23,Port Harcourt,Product E,Salesperson 8,Retail,296,60000,0.007,17635680.0,11387886.185062272,6247793.8149377275,0.35427008286256767,18787898.836854756
2026-02-23,Port Harcourt,Product D,Salesperson 6,SME,444,45000,0.068,18621360.0,12509275.109941714,6112084.8900582865,0.3282297796755063,18611484.103426892
2026-02-24,Port Harcourt,Product D,Salesperson 4,SME,320,45000,0.089,13118400.0,8857037.659583773,4261362.340416227,0.3248385733333506,14034698.883613512
2026-02-24,Ibadan,Product D,Salesperson 1,SME,394,45000,0.111,15761970.0,10354281.691912508,5407688.308087492,0.3430845451480679,15368040.85855795
2026-02-24,Ibadan,Product B,Salesperson 1,Retail,322,22000,0.113,6283508.0,4096065.1580205197,2187442.8419794803,0.3481244620010797,6351174.992298697
2026-02-24,Ibadan,Product E,Salesperson 4,SME,245,60000,0.08,13524000.0,7605958.377578188,5918041.622421812,0.43759550594659957,13247350.383348925
2026-02-24,Lagos,Product E,Salesperson 3,SME,353,60000,0.02,20756400.0,13732736.555624008,7023663.444375992,0.33838543506465435,19449441.734735213
2026-02-26,Kano,Product E,Salesperson 1,SME,170,60000,0.006,10138800.0,7177556.60182944,2961243.3981705597,0.29207040262857137,9780353.426369816
2026-02-26,Kano,Product A,Salesperson 1,Retail,54,15000,0.11,720900.0,406693.08164499747,314206.91835500253,0.43585368061451313,715180.1613046655
2026-02-26,Abuja,Product C,Salesperson 4,Corporate,165,30000,0.096,4474800.0,2937004.2509531626,1537795.7490468374,0.3436568671330199,4803408.390853819
2026-02-26,Port Harcourt,Product C,Salesperson 5,Retail,271,30000,0.09,7398300.0,4991393.8183175055,2406906.1816824945,0.32533233062764344,7867777.555346577
2026-02-26,Ibadan,Product D,Salesperson 6,SME,312,45000,0.049,13352040.0,8943030.623928424,4409009.376071576,0.33021241518686106,12750807.618473029
2026-02-28,Ibadan,Product C,Salesperson 6,Retail,234,30000,0.019,6886620.0,4181302.3817139356,2705317.6182860644,0.39283677889676855,7158236.486324974
2026-02-28,Ibadan,Product E,Salesperson 7,SME,334,60000,0.091,18216360.0,13275709.62465348,4940650.375346521,0.2712205059268987,20728306.371417012
2026-03-01,Lagos,Product C,Salesperson 5,SME,435,30000,0.087,11914650.0,8010902.061745544,3903747.938254456,0.32764268679772013,12176951.485224584
2026-03-01,Kano,Product E,Salesperson 8,Corporate,55,60000,0.106,2950200.0,1973239.1763499011,976960.8236500989,0.3311507096637851,2772659.2041970934
2026-03-02,Kano,Product D,Salesperson 7,Retail,155,45000,0.088,6361200.0,4585464.311252779,1775735.6887472207,0.27915105463548084,6160571.758123552
2026-03-02,Lagos,Product E,Salesperson 2,SME,80,60000,0.079,4420800.0,2691995.9065316273,1728804.0934683727,0.3910613675055132,4927811.891657773
2026-03-03,Abuja,Product B,Salesperson 5,SME,433,22000,0.02,9335480.0,5607031.547650001,3728448.452349999,0.39938476139952084,10654190.353760771
2026-03-04,Ibadan,Product D,Salesperson 3,SME,43,45000,0.11,1722150.0,1231760.6251028257,490389.3748971743,0.2847541589856716,1739925.9473979806
2026-03-04,Kano,Product B,Salesperson 3,SME,115,22000,0.035,2441450.0,1344886.2141579778,1096563.7858420222,0.4491444780118463,2713031.02464805
2026-03-05,Lagos,Product D,Salesperson 7,SME,295,45000,0.045,12677625.0,7554059.058790209,5123565.941209791,0.4041424116275557,12839505.821267158
2026-03-05,Lagos,Product D,Salesperson 1,SME,222,45000,0.03,9690300.0,5579824.421781621,4110475.578218379,0.4241845534419346,10399178.012705563
2026-03-06,Kano,Product A,Salesperson 6,Retail,37,15000,0.146,473970.0,272208.8620787354,201761.13792126463,0.42568335110083894,464961.7388067431
2026-03-06,Ibadan,Product A,Salesperson 3,SME,390,15000,0.054,5534100.0,3991518.580593699,1542581.4194063009,0.2787411538292226,5719432.231598155
2026-03-07,Port Harcourt,Product A,Salesperson 1,Retail,205,15000,0.005,3059625.0,1736335.6183898805,1323289.3816101195,0.4325005128439333,3204354.2298421813
2026-03-08,Lagos,Product D,Salesperson 1,Corporate,333,45000,0.118,13216770.0,7286341.886039492,5930428.113960508,0.4487047980679476,12019935.199706774
2026-03-08,Ibadan,Product D,Salesperson 5,SME,222,45000,0.02,9790200.0,7249907.175845925,2540292.8241540752,0.25947302651162135,9232402.99435317
2026-03-11,Lagos,Product E,Salesperson 5,SME,128,60000,0.084,7034880.0,4561728.899880839,2473151.1001191614,0.3515555489388819,7440090.716638033
2026-03-11,Ibadan,Product E,Salesperson 4,Corporate,225,60000,0.106,12069000.0,6663633.799454149,5405366.200545851,0.4478719198397424,11061747.575625302
2026-03-11,Ibadan,Product E,Salesperson 7,Retail,198,60000,0.059,11179080.0,7356555.132222979,3822524.8677770207,0.34193554995375475,12830233.905557027
2026-03-11,Abuja,Product A,Salesperson 8,Retail,108,15000,0.051,1537380.0,952859.2683582181,584520.7316417819,0.38020576021659047,1486129.9741651674
2026-03-11,Kano,Product E,Salesperson 1,Corporate,122,60000,0.045,6990600.0,4976644.901366165,2013955.098633835,0.2880947413145989,7211926.351849811
2026-03-11,Port Harcourt,Product B,Salesperson 4,Corporate,398,22000,0.042,8388248.0,5364546.9071351625,3023701.0928648375,0.3604687287339189,8505570.6202204
2026-03-12,Kano,Product C,Salesperson 6,Retail,300,30000,0.095,8145000.0,4776743.712525832,3368256.2874741685,0.4135366835450176,7646000.210394372
2026-03-12,Abuja,Product A,Salesperson 3,SME,25,15000,0.126,327750.0,224211.90319095762,103538.09680904238,0.3159057110878486,304494.5622525368
2026-03-13,Abuja,Product B,Salesperson 6,SME,102,22000,0.146,1916376.0,1331126.1126599836,585249.8873400164,0.3053940809841161,2007686.3614846095
2026-03-13,Ibadan,Product D,Salesperson 5,Retail,48,45000,0.076,1995840.0,1202537.0918706236,793302.9081293764,0.397478208738865,2224509.044787578
2026-03-13,Abuja,Product D,Salesperson 6,Corporate,308,45000,0.047,13208580.0,8097919.205417523,5110660.794582477,0.38691977446345305,15177138.030554188
2026-03-14,Port Harcourt,Product C,Salesperson 6,SME,478,30000,0.103,12862980.0,8266583.274667117,4596396.725332883,0.3573352928584887,12772922.288818197
2026-03-14,Kano,Product C,Salesperson 6,Retail,279,30000,0.015,8244450.0,5660065.764227086,2584384.2357729143,0.3134695747773247,8087000.522568931
2026-03-15,Kano,Product D,Salesperson 8,Retail,269,45000,0.112,10749240.0,8004148.419378884,2745091.580621116,0.25537541078449416,10373584.611167429
2026-03-16,Port Harcourt,Product C,Salesperson 8,SME,415,30000,0.048,11852400.0,8126739.230631284,3725660.7693687156,0.3143380892788562,13222550.336279653
2026-03-16,Abuja,Product E,Salesperson 1,SME,295,60000,0.047,16868100.0,9972611.753995903,6895488.246004097,0.4087886748361758,17206587.632205095
2026-03-16,Ibadan,Product C,Salesperson 5,SME,142,30000,0.024,4157760.0,3132121.6372557078,1025638.3627442922,0.24668051131962698,3998328.013841594
2026-03-17,Ibadan,Product A,Salesperson 7,SME,58,15000,0.022,850860.0,565264.9080298832,285595.09197011683,0.3356546223469394,941678.4618707666
2026-03-17,Abuja,Product A,Salesperson 4,SME,321,15000,0.107,4299795.0,3119740.3142142063,1180054.6857857937,0.2744444062532734,4839245.470961078
2026-03-17,Abuja,Product B,Salesperson 6,Corporate,215,22000,0.074,4379980.0,2438200.1868590103,1941779.8131409897,0.44333074880273193,4059018.7613034244
2026-03-18,Port Harcourt,Product D,Salesperson 6,SME,398,45000,0.031,17354790.0,11306233.569635017,6048556.430364983,0.3485237464910254,17195961.042030968
2026-03-18,Abuja,Product A,Salesperson 7,Retail,366,15000,0.026,5347260.0,3297037.681475217,2050222.318524783,0.3834154910224644,5255305.595595408
2026-03-18,Ibadan,Product D,Salesperson 4,SME,304,45000,0.125,11970000.0,7356117.814958035,4613882.185041965,0.38545381662840145,11300140.58316481
2026-03-19,Kano,Product A,Salesperson 5,Corporate,197,15000,0.039,2839755.0,1756170.698327257,1083584.301672743,0.3815766859016862,2863239.918395042
2026-03-19,Abuja,Product C,Salesperson 3,SME,388,30000,0.07,10825200.0,6738166.343534399,4087033.656465601,0.377548096706352,11321498.160548585
2026-03-19,Port Harcourt,Product E,Salesperson 8,SME,448,60000,0.004,26772480.0,16794859.35487746,9977620.64512254,0.3726819721266965,24134077.321318068
2026-03-20,Lagos,Product D,Salesperson 6,SME,249,45000,0.109,9983655.0,6486944.247310029,3496710.7526899707,0.35024354834877314,10366854.847812667
2026-03-21,Kano,Product B,Salesperson 4,Corporate,324,22000,0.114,6315408.0,4883682.684650869,1431725.315349131,0.22670353449042896,6650619.412292333
2026-03-21,Kano,Product C,Salesperson 4,SME,385,30000,0.0,11550000.0,8739734.31303188,2810265.68696812,0.2433130464907463,13115990.854124917
2026-03-21,Kano,Product D,Salesperson 4,Retail,195,45000,0.066,8195849.999999999,5595489.305057079,2600360.6949429205,0.3172777314058848,8822004.313409913
2026-03-22,Ibadan,Product D,Salesperson 5,Retail,383,45000,0.017,16942005.0,12337560.916238721,4604444.083761279,0.27177681058182185,15633285.12181566
2026-03-22,Port Harcourt,Product B,Salesperson 5,SME,285,22000,0.027,6100710.0,4518867.942654401,1581842.057345599,0.2592881906115188,5616059.2592004845
2026-03-23,Lagos,Product C,Salesperson 5,Corporate,56,30000,0.106,1501920.0,1124495.3676262586,377424.63237374136,0.25129476428421044,1620606.7808053307
2026-03-23,Kano,Product D,Salesperson 5,Corporate,117,45000,0.089,4796415.0,2986249.5819903575,1810165.4180096425,0.3773996657940655,5334971.162808953
2026-03-24,Lagos,Product B,Salesperson 6,Corporate,46,22000,0.08,931040.0,568374.3880485499,362665.6119514501,0.38952742304460614,947459.9808692466
2026-03-24,Kano,Product B,Salesperson 4,SME,378,22000,0.039,7991676.0,5335542.858843653,2656133.1411563465,0.332362465790198,9080776.625152312
2026-03-25,Abuja,Product E,Salesperson 2,Corporate,55,60000,0.004,3286800.0,1998132.0752123117,1288667.9247876883,0.3920737266604869,3340104.4433078244
2026-03-25,Kano,Product B,Salesperson 4,Retail,179,22000,0.013,3886806.0,2534470.4560908936,1352335.5439091064,0.3479297767650627,3904553.234809154
2026-03-26,Kano,Product B,Salesperson 7,Retail,411,22000,0.125,7911750.0,5936918.065353556,1974831.9346464444,0.24960747428147304,8509870.670186054
2026-03-26,Ibadan,Product B,Salesperson 2,Corporate,16,22000,0.103,315744.0,232513.74586854683,83230.25413145317,0.26360042987817084,354694.45338294085
2026-03-26,Port Harcourt,Product B,Salesperson 4,Corporate,246,22000,0.069,5038572.0,3119635.871199429,1918936.128800571,0.3808492026710288,4636467.77130232
2026-03-26,Kano,Product B,Salesperson 5,Retail,346,22000,0.055,7193340.0,3975603.1159200687,3217736.8840799313,0.44732167311428783,8113105.635302957
2026-03-27,Lagos,Product B,Salesperson 7,SME,130,22000,0.029,2777060.0,1720171.9815772215,1056888.0184227785,0.3805780279946341,2667581.7731435816
2026-03-28,Abuja,Product D,Salesperson 4,Corporate,173,45000,0.087,7107705.0,4271341.4991316125,2836363.5008683875,0.3990547583036138,7008975.936213691
2026-03-29,Ibadan,Product B,Salesperson 7,Retail,80,22000,0.015,1733600.0,1052881.0363166388,680718.9636833612,0.39266206949893934,1719658.4860207026
2026-03-29,Kano,Product C,Salesperson 4,Retail,346,30000,0.139,8937180.0,6247876.282197228,2689303.7178027723,0.30091188918683215,10062744.673307717
2026-03-29,Ibadan,Product D,Salesperson 4,Retail,333,45000,0.115,13261725.0,9091950.677814912,4169774.322185088,0.31442171528855317,14464077.713374093
2026-03-29,Abuja,Product C,Salesperson 3,Corporate,102,30000,0.133,2653020.0,1859072.289243322,793947.7107566779,0.2992618641234057,2499238.4159251205
2026-03-30,Abuja,Product D,Salesperson 8,Corporate,394,45000,0.106,15850620.0,9248751.332952648,6601868.667047352,0.41650539013914606,14425166.462954197
2026-03-31,Port Harcourt,Product C,Salesperson 4,Retail,346,30000,0.088,9466560.0,6074269.9741327595,3392290.0258672405,0.35834453337508454,10861299.729939269
2026-03-31,Ibadan,Product E,Salesperson 6,Corporate,21,60000,0.045,1203300.0,692917.9997582948,510382.0002417052,0.42415191576639677,1233674.0902316938
2026-03-31,Ibadan,Product C,Salesperson 8,Retail,451,30000,0.11,12041700.0,6813347.018146233,5228352.981853767,0.43418728101960413,13778628.08712326
2026-03-31,Kano,Product A,Salesperson 1,Retail,208,15000,0.058,2939040.0,1702443.83854188,1236596.16145812,0.42074832648011595,2937535.9875744916
2026-03-31,Kano,Product E,Salesperson 7,SME,294,60000,0.008,17498880.0,10466713.327631362,7032166.672368638,0.4018638148480725,17461606.205886826
2026-04-01,Lagos,Product D,Salesperson 8,Retail,125,45000,0.007,5585625.0,3397946.651520901,2187678.348479099,0.39166223090148355,6241804.58299653
2026-04-01,Port Harcourt,Product C,Salesperson 4,Retail,248,30000,0.032,7201920.0,4529288.361826183,2672631.6381738167,0.37109987866760763,7763783.948978784
2026-04-01,Abuja,Product A,Salesperson 5,Retail,200,15000,0.036,2892000.0,1902328.3228645157,989671.6771354843,0.34221012349083135,2943412.7866633763
2026-04-02,Ibadan,Product C,Salesperson 1,Retail,246,30000,0.1,6642000.0,3881560.511986702,2760439.488013298,0.4156036567319027,6243603.052160717
2026-04-02,Port Harcourt,Product D,Salesperson 5,SME,241,45000,0.073,10053315.0,5723100.460229335,4330214.539770665,0.430725043408136,11405455.369410483
2026-04-03,Kano,Product D,Salesperson 2,SME,293,45000,0.09,11998350.0,9321220.84689276,2677129.153107241,0.22312477574893555,11260373.874902967
2026-04-03,Ibadan,Product A,Salesperson 3,Retail,366,15000,0.099,4946490.0,3642920.4913488133,1303569.5086511867,0.2635342452226097,5435310.853554754
2026-04-04,Kano,Product B,Salesperson 7,Corporate,335,22000,0.027,7171010.0,4814527.251459652,2356482.7485403484,0.3286123919141583,7801837.016783477
2026-04-04,Port Harcourt,Product C,Salesperson 3,Corporate,67,30000,0.035,1939650.0,1238773.3775930288,700876.6224069712,0.36134180001906074,2158482.3857314484
2026-04-04,Abuja,Product B,Salesperson 1,Retail,143,22000,0.087,2872298.0,1988261.1180378322,884036.8819621678,0.3077803493795448,3239088.95457746
2026-04-04,Kano,Product A,Salesperson 4,SME,250,15000,0.105,3356250.0,2375769.6223658295,980480.3776341705,0.2921356804869037,3464575.7105213366
2026-04-04,Abuja,Product E,Salesperson 6,Retail,450,60000,0.003,26919000.0,18967678.598410293,7951321.401589707,0.29537952381550975,28741147.256113198
2026-04-05,Abuja,Product A,Salesperson 6,Corporate,322,15000,0.003,4815510.0,3169446.035898883,1646063.964101117,0.3418254689744424,5071106.783630955
2026-04-05,Port Harcourt,Product C,Salesperson 6,SME,89,30000,0.112,2370960.0,1701278.358808768,669681.641191232,0.2824516825215238,2404103.612510488
2026-04-05,Abuja,Product D,Salesperson 2,Retail,463,45000,0.031,20189115.0,11896553.314921027,8292561.685078973,0.4107441898804862,21025709.347889993
2026-04-05,Ibadan,Product E,Salesperson 2,Corporate,123,60000,0.059,6944580.0,5348261.563250209,1596318.4367497908,0.22986536791998807,7890493.347584688
2026-04-05,Ibadan,Product B,Salesperson 6,Corporate,262,22000,0.042,5521912.0,3527850.0206697714,1994061.9793302286,0.36111802928591197,4994787.472045329
2026-04-06,Port Harcourt,Product A,Salesperson 7,Corporate,253,15000,0.019,3722895.0,2263938.950317745,1458956.049682255,0.391887509500605,3876889.169493866
2026-04-06,Ibadan,Product A,Salesperson 1,SME,102,15000,0.065,1430550.0,979323.0321690387,451226.96783096134,0.3154220179867613,1569521.411018981
2026-04-06,Kano,Product B,Salesperson 7,SME,301,22000,0.037,6376986.0,4890970.845980269,1486015.154019731,0.2330278212967272,6523355.879272947
2026-04-07,Ibadan,Product C,Salesperson 2,SME,199,30000,0.102,5361060.0,3063610.4313496384,2297449.5686503616,0.42854390151394717,5909862.61128523
2026-04-07,Ibadan,Product A,Salesperson 3,SME,38,15000,0.102,511860.0,326492.67039625265,185367.32960374735,0.36214458954352235,557505.7438224142
2026-04-07,Lagos,Product B,Salesperson 5,Corporate,347,22000,0.032,7389712.0,4451963.163370213,2937748.8366297875,0.3975457821129954,7768325.396644303
2026-04-08,Ibadan,Product B,Salesperson 1,Retail,115,22000,0.1,2277000.0,1433609.8230701482,843390.1769298518,0.3703953346200491,2562566.1903862073
2026-04-08,Lagos,Product A,Salesperson 4,SME,407,15000,0.015,6013425.0,3917125.0559037193,2096299.9440962807,0.3486033240784213,6833039.434826292
2026-04-09,Port Harcourt,Product C,Salesperson 3,Retail,252,30000,0.088,6894720.0,5040662.4659846965,1854057.5340153035,0.26890976486576734,7748124.699166444
2026-04-11,Port Harcourt,Product D,Salesperson 7,Corporate,48,45000,0.0,2160000.0,1420404.2383001503,739595.7616998497,0.3424054452314119,2407885.018041594
2026-04-11,Lagos,Product A,Salesperson 6,SME,29,15000,0.021,425865.0,297764.7482863162,128100.25171368383,0.3008001402174018,457237.594031202
2026-04-12,Kano,Product E,Salesperson 5,SME,282,60000,0.046,16141680.0,11712893.881513003,4428786.118486997,0.2743695896887435,14547792.016790448
2026-04-12,Kano,Product D,Salesperson 4,Retail,174,45000,0.029,7602930.0,4781608.648243446,2821321.351756554,0.3710834312240878,8413153.626891177
2026-04-12,Port Harcourt,Product C,Salesperson 7,SME,225,30000,0.134,5845500.0,4389595.097348562,1455904.9026514376,0.2490642207940189,5671425.793179163
2026-04-13,Ibadan,Product D,Salesperson 3,Corporate,387,45000,0.022,17031870.0,11024043.647146275,6007826.352853725,0.35274026591640995,16592448.627104066
2026-04-14,Abuja,Product D,Salesperson 6,Corporate,112,45000,0.021,4934160.0,2852902.328727641,2081257.6712723589,0.42180587400334785,5492170.752928701
2026-04-14,Ibadan,Product B,Salesperson 8,SME,199,22000,0.045,4180990.0,3235873.8281440865,945116.1718559135,0.2260508089844543,4414856.022752781
2026-04-14,Lagos,Product B,Salesperson 3,Corporate,127,22000,0.098,2520188.0,1713644.6033326127,806543.3966673873,0.3200330279595758,2350515.242679363
2026-04-15,Port Harcourt,Product A,Salesperson 5,SME,230,15000,0.117,3046350.0,1953814.1394796413,1092535.8605203587,0.3586376681997665,3467563.307173012
2026-04-15,Ibadan,Product B,Salesperson 2,Retail,372,22000,0.098,7381968.0,5543284.539122972,1838683.4608770283,0.24907767967526115,7965464.360532076
2026-04-16,Abuja,Product A,Salesperson 1,Corporate,300,15000,0.127,3928500.0,2716925.5017450224,1211574.4982549776,0.3084063887628809,4387845.224673358
2026-04-16,Port Harcourt,Product D,Salesperson 7,Retail,16,45000,0.066,672480.0,481010.72801404883,191469.27198595117,0.284721139641255,749470.8810610408
2026-04-16,Kano,Product B,Salesperson 8,SME,158,22000,0.016,3420384.0,1990529.3344076292,1429854.6655923708,0.4180392217927492,3154079.891165131
2026-04-17,Port Harcourt,Product B,Salesperson 8,Retail,357,22000,0.075,7264950.0,5066309.881840367,2198640.118159633,0.302636648312739,8126764.310796718
2026-04-17,Lagos,Product A,Salesperson 2,Retail,87,15000,0.052,1237140.0,728839.789604037,508300.21039596305,0.41086716975925364,1236363.0737364325
2026-04-18,Ibadan,Product C,Salesperson 2,SME,448,30000,0.125,11760000.0,8989235.814369276,2770764.185630724,0.2356091994583949,13258881.504046258
2026-04-18,Abuja,Product B,Salesperson 4,Corporate,76,22000,0.097,1509816.0,1109684.6625835823,400131.33741641766,0.2650199344929565,1443722.598910165
2026-04-18,Kano,Product B,Salesperson 7,Corporate,289,22000,0.065,5944730.0,3799786.974450352,2144943.025549648,0.3608142044381575,6550157.5617281515
2026-04-19,Kano,Product E,Salesperson 2,Retail,293,60000,0.055,16613100.0,12682725.369410995,3930374.6305890046,0.23658285513173366,17116758.33026365
2026-04-19,Abuja,Product B,Salesperson 3,SME,253,22000,0.018,5465812.0,3899027.507632401,1566784.4923675992,0.28665173488725904,5956087.332680737
2026-04-19,Kano,Product E,Salesperson 3,SME,417,60000,0.11,22267800.0,15770427.575293757,6497372.424706243,0.2917833115398128,25208356.490530375
2026-04-19,Lagos,Product E,Salesperson 6,SME,411,60000,0.14,21207600.0,14491012.365548583,6716587.634451417,0.3167066350955043,20536924.844342522
2026-04-19,Port Harcourt,Product C,Salesperson 4,Corporate,67,30000,0.015,1979850.0,1116272.7483445508,863577.2516554492,0.436183171278354,1873102.1053235675
2026-04-20,Kano,Product B,Salesperson 4,Corporate,28,22000,0.138,530992.0,403279.309000508,127712.69099949201,0.24051716598271164,503834.75753106753
2026-04-20,Lagos,Product C,Salesperson 6,SME,271,30000,0.137,7016190.0,4658854.787656452,2357335.2123435484,0.3359850876819967,6474618.785777626
